client_id	path	sentence	up_votes	down_votes	age	gender	accents	locale	segment	ipa
bea61a9503f600e69db4c9dc1d18a39570ce5709173af6087161beba14180c61def385a6dd318de720c7fb90e1ee1372f0531f113cf3d4e9f3781fbff954753d	common_voice_en_27272261.wav	The school colors are gray, white, and navy blue.	2	0				en		ðə skul ˈkələrz ər greɪ, waɪt, ənd ˈneɪvi blu.
5e1a3a4f618a6fbea466e432536fa518882f4be8ba2c3a55a06b1895b0f79bd0866e174556d818c0020a0ab28bdb45bf1e207d3343c9c76785fab40f04940735	common_voice_en_27636653.wav	Numbers without blue entries have no solution under these constraints.	2	0	twenties	male	England English	en		ˈnəmbərz wɪˈθaʊt blu ˈɛntriz hæv noʊ səˈluʃən ˈəndər ðiz kənˈstreɪnts.
8449194e8b74b81d761d7a3786cdd5d099aff4f33737c7f476edf3435c3eb483ff6d6515d153c7cfb9193821f01a3a0bd6b049740b029acd7b1488df9bd579d8	common_voice_en_22298805.wav	Clark had no choice but to pay for the land himself.	2	0	twenties	female	Australian English	en		klɑrk hæd noʊ ʧɔɪs bət tɪ peɪ fər ðə lænd hɪmˈsɛlf.
5ad5bf3964d3e10fec45c37fe10b8cb60f3fe9e96563df31d6ef3de95d6346a48f1b99fdcee7160286dc52b4ff1923c30ff6bb9670c934055bc3523806fa8473	common_voice_en_17857265.wav	Abraham Lincoln was the sixteenth president of the United States.	2	0	thirties	male	United States English	en		ˈeɪbrəˌhæm ˈlɪŋkən wɑz ðə ˈsɪkˈstinθ ˈprɛzɪdənt əv ðə juˈnaɪtɪd steɪts.
c661828508efa8c72844e6bc099d079e2be04f322fd67b982ffc2c00e200bda513a099888b2630846bf315b8eb83fa1d926041d1d9bf9b22ff29f067eac263f6	common_voice_en_17507003.wav	I know, I know!	2	0				en		aɪ noʊ, aɪ noʊ!
4a3c430e56639f86a4e95993072bbb4fcf912af25036b3caeaaf311987e953efca21c0d301954ce42180a8ae5b3f3fb7a9de5d5ced6aee9dc30f30c4ec70e7b4	common_voice_en_130817.wav	Before guns were invented, armies had to throw bullets at each other and if a bullet touched you, you had to sit out until the next war.	4	1				en		ˌbiˈfɔr gənz wər ˌɪnˈvɛntɪd, ˈɑrmiz hæd tɪ θroʊ ˈbʊləts æt iʧ ˈəðər ənd ɪf ə ˈbʊlət təʧt ju, ju hæd tɪ sɪt aʊt ənˈtɪl ðə nɛkst wɔr.
f49b8d402c580b1b1d0824b8c92e2fbd1291378d8dea545bfbefce98ebe088ce4eaadb0eee6d6cbf0e96c324958ce091b3118f977c025f7c3cd6a79a7e46d1aa	common_voice_en_17941012.wav	"Those who don't learn from history are doomed to repeat it."	2	1				en		"ðoʊz hu doʊnt lərn frəm ˈhɪstəri ər dumd tɪ rɪˈpit ɪt."
de7858a27d15ff4e953dd66821e8512e3ce7bfefc470a064c39d4d7ecdd6864f1832606f3a23582e1af801aad9fc3d0d630410ba74955cc381587014531133db	common_voice_en_675670.wav	Will you get close to him?	2	0				en		wɪl ju gɪt kloʊz tɪ ɪm?
e663116621129e1042907d23890089528d074f8d50e85373ab05a5318a44b158ec94ffa749cea9d722eccd7a3e53830053e8c4712bb5fd28dd8099142dde77f7	common_voice_en_22085247.wav	eight	2	0				en	Benchmark	eɪt
ef278a1514f302978304096177c110b55ffd4ee736de47e4413488e2c879c2f5e1950ef10b99a04dfd9d868442f142db119d21cf8e13c8b4c8f440634af70912	common_voice_en_659361.wav	Only the lights in the great tent remained.	2	0				en		ˈoʊnli ðə laɪts ɪn ðə greɪt tɛnt rɪˈmeɪnd.
3479ba11b3d8988e9c536be832927bcc9c58b00c86cf085a53384c34e82bae0ccb35a9709d0217a4c7b2dff24cd727b5877286096ab0d1efe6dfe835f8889564	common_voice_en_18130303.wav	What was the matter with him?	2	0	thirties	male	England English	en		wət wɑz ðə ˈmætər wɪθ ɪm?
4fe5fcb1f6fbdb08a7d4aef9844b58d60e430f30cd0f11e1cb123b3688553af07e582883a7c3626a8246d588cb199219fef8dd73ebbf0164581e72b5a06ba8ee	common_voice_en_17384727.wav	What did it matter?	2	0	thirties	male	Canadian English	en		wət dɪd ɪt ˈmætər?
0a3a6df306ec3875c3a848f4da68d7fd317c7e2317e3b8ea91c9b2f8c36f4468b5449cb4bba6f5573edbfa681bf87ab7dd7c4e55ba355684abad24829e69964e	common_voice_en_23952203.wav	Plans were made for the Pope and citizens of Rome to evacuate the city.	2	0	twenties	male	United States English	en		plænz wər meɪd fər ðə poʊp ənd ˈsɪtɪzənz əv roʊm tɪ ɪˈvækjəˌeɪt ðə ˈsɪti.
5fb18c2345fe5ab8a7433f05dc317d731e89f60a048f325805e0818349c98d4c5c0069412e31c3ea5154ce842a85efef2026dd1d63628fe570b5ff70671f63b7	common_voice_en_587135.wav	"He thought of the merchant's daughter, and was sure that she had probably married."	2	0	twenties	male	United States English	en		"hi θɔt əv ðə ˈmərʧənts ˈdɔtər, ənd wɑz ʃʊr ðət ʃi hæd ˈprɑbəˌbli ˈmɛrid."
ea6af2f035b41b076462b218d20822bcf91a491c7b894e6ae5df8721003d07e28894b3ef0b8093e857238a3d7fb363ec6687af9548cda5437399c30804eb5b67	common_voice_en_28531640.wav	"The band's performance comprises most of the video until the song ends."	2	0	twenties	male		en		"ðə bændz pərˈfɔrməns kəmˈpraɪzɪz moʊst əv ðə ˈvɪdioʊ ənˈtɪl ðə sɔŋ ɛndz."
5975987d44274cba008a325627d6303ada3577a68838f2e8041d265d43675242731f5956d778eb81c805d1ba28131c9e4014b351684cbde4af32e80cc7d0c7fa	common_voice_en_23948167.wav	In the three years following, there were only ten.	2	0	twenties	female	United States English	en		ɪn ðə θri jɪrz ˈfɑloʊɪŋ, ðɛr wər ˈoʊnli tɛn.
c7474b331a938aae895fe501a995e3aea18329d8ff45d704aee49c2e0a418d4b106c8fa374a90a417a464fc7cc80c5f9529dd4902930a291f3a20bdd69afd9c4	common_voice_en_20261263.wav	The Blazers played at the Ford Center, located in downtown Oklahoma City.	2	0	twenties	male	United States English	en		ðə ˈbleɪzərz pleɪd æt ðə fɔrd ˈsɛnər, ˈloʊˌkeɪtəd ɪn ˈdaʊnˈtaʊn ˌoʊkləˈhoʊmə ˈsɪti.
cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e	common_voice_en_26451005.wav	It was a follow-up to their successful self-titled international debut.	2	0	fourties	female		en		ɪt wɑz ə ˈfɑloʊˌəp tɪ ðɛr səkˈsɛsfəl sɛlf.ˈtaɪtəld ˌɪnərˈnæʃənɑl ˈdeɪbju.
33a18c48ee634032553917f64d5b95aeac04e306e65eb78ed810245d7737f29af0372bf44b54cd14e1e6883949e64ee130298d65157744a44c2f9adab1f3e9a0	common_voice_en_104563.wav	A drilling machine is used to fixate the ice hockey goal.	2	1				en		ə ˈdrɪlɪŋ məˈʃin ɪz juzd tɪ ˈfɪkˌseɪt ðə aɪs ˈhɑki goʊl.
5a3542e16a7a40fc47a4133b1e337ee0f0d65196682387a8175e15cc74932001512101e2d16b509baaf5fa3588e6c3cd6e408110c1671373b5d954d7e30d17fb	common_voice_en_27629449.wav	The second gun is located above the first gun above the ridge.	2	0				en		ðə ˈsɛkənd gən ɪz ˈloʊˌkeɪtəd əˈbəv ðə fərst gən əˈbəv ðə rɪʤ.
b68d35e57012336f46e5ffa7708d0e2b93840aa29395fddcdb898eee858d9e94daf371f9ccdd57f7a0ffa05ed1896e7988ea7308efbaf5ac58e28efccaa17cb3	common_voice_en_14647.wav	The moon is responsible for tides on earth.	4	0	twenties	male	Australian English	en		ðə mun ɪz riˈspɑnsəbəl fər taɪdz ɔn ərθ.
11a135280196f9fc623e4482193e8e2d65d12e19cad7b9365f24f56d8cbf6832877af0667f78d158032f0143cf6f5b7721aa5104f698549fdea43c0c4fb19dab	common_voice_en_17956858.wav	"What's it all about?"	2	0				en		"wəts ɪt ɔl əˈbaʊt?"
327753107ac1d43935703bb8782287047ccba1729edfda255ca1c10a30b769567f60fefd33bcb487caf26c27f3db3056d4991e9852ff9f96cbc138b12bbd030a	common_voice_en_516846.wav	There was no excuse for Goodman to fly off the handle.	3	0	eighties	male	United States English	en		ðɛr wɑz noʊ ɪkˈskjuz fər ˈgʊdmən tɪ flaɪ ɔf ðə ˈhændəl.
daa9b0e528322889d876358cfb3c2a7336123a0e4c00e30b1531e349d7fe7af7b6a7eac8021c3044508e75146082999798ecdce197ad6d511ffb4cc2456ca75d	common_voice_en_72067.wav	The old warehouse is no longer storing any noxious chemicals.	3	0	fourties	male	United States English	en		ðə oʊld ˈwɛˌrhaʊs ɪz noʊ ˈlɔŋgər ˈstɔrɪŋ ˈɛni ˈnɑkʃəs ˈkɛmɪkəlz.
